i,#cores,Gbps,Mpps,loss
1,1,4.3793842496,8.553484800000001,0.0
2,1,4.368760864,8.532736,0.0
3,1,4.3681120576,8.5314688,0.0
4,1,4.378637139199999,8.5520256,0.0
5,1,4.2485154112,8.2978816,0.0
6,1,4.1942450496,8.1918848,0.0
7,1,4.367089696,8.529472,0.0
8,1,4.100030496,8.007872,0.0
9,1,4.6285979968,9.0402304,0.0
10,1,4.060446752,7.93056,0.0
