i,#cores,Gbps,Mpps,loss
1,1,15.8484296,3.899712,0.0
2,1,15.612782624,3.841728,0.0
3,1,15.5998818624,3.8385536,0.0
4,1,15.9015412032,3.9127807999999997,0.0
5,1,16.2010677568,3.9864832000000003,0.0
6,1,15.684309024,3.859328,0.0
7,1,15.2180609344,3.7446016,0.0
8,1,16.1318302016,3.9694464,0.0
9,1,15.51550672,3.817792,0.0
10,1,15.8896288064,3.9098496000000003,0.0
