i,#cores,Gbps,Mpps,loss
1,1,48.7188296,5.9704448,0.0
2,1,45.90030032,5.6250368,0.0
3,1,46.488551456,5.6971264,0.0
4,1,45.130309664,5.5306752,0.0
5,1,45.380358176,5.5613184,0.0
6,1,46.976323616,5.7569024,0.0
7,1,46.090291232,5.64832,0.0
8,1,46.3844168,5.6843648,0.0
9,1,45.603041312,5.588608,0.0
10,1,46.68940496,5.7217408,0.0
