i,#cores,Gbps,Mpps,loss
1,1,4.9640636736,9.695436800000001,0.0
2,1,4.965970771199999,9.6991616,0.0
3,1,4.8173613376,9.4089088,0.0
4,1,4.8142221632,9.4027776,0.0
5,1,4.810774969600001,9.3960448,0.0
6,1,4.6576959808,9.0970624,0.0
7,1,4.6948286783999995,9.169587199999999,0.0
8,1,4.692482489600001,9.1650048,0.0
9,1,5.081609043199999,9.9250176,0.0
10,1,4.9623335232,9.6920576,0.0
