i,#cores,Gbps,Mpps,loss
1,1,2.24389328,4.6747776,0.0
2,1,2.509633568,5.2284032,0.0
3,1,2.365833248,4.9288192,0.0
4,1,2.223630368,4.6325632,0.0
5,1,2.360119328,4.9169152,0.0
6,1,2.52405968,5.2584576,0.0
7,1,2.37979856,4.9579135999999995,0.0
8,1,2.526849056,5.2642688,0.0
9,1,2.36824784,4.933849599999999,0.0
10,1,2.364905504,4.926886400000001,0.0
