i,#cores,Gbps,Mpps,loss
1,1,2.80566992,5.8451455999999995,0.0
2,1,2.971471904,6.190566400000001,0.0
3,1,2.645717024,5.5119104000000005,0.0
4,1,2.82013904,5.8752895999999994,0.0
5,1,3.103457312,6.465536,0.0
6,1,3.095930912,6.449856,0.0
7,1,2.971355168,6.1903232,0.0
8,1,3.234650144,6.7388544,0.0
9,1,2.843658272,5.924288,0.0
10,1,2.842976288,5.9228672,0.0
