i,#cores,Gbps,Mpps,loss
1,1,12.321050577600001,2.6524927999999997,0.0
2,1,11.902358947200002,2.563264,0.0
3,1,11.692521508799999,2.5185536,0.0
4,1,11.714543598399999,2.5231616,0.0
5,1,11.967789716799999,2.57792,0.0
6,1,11.11045984,2.392704,0.0
7,1,11.6980982016,2.5199616000000002,0.0
8,1,12.2316556064,2.633856,0.0
9,1,11.310050046399999,2.4356096000000003,0.0
10,1,11.895598273600001,2.5614336,0.0
