i,#cores,Gbps,Mpps,loss
1,1,6.42473168,6.476544,0.0
2,1,6.7490156864,6.8034432,0.0
3,1,5.891876896,5.939392,0.0
4,1,6.3687606591999995,6.4201216,0.0
5,1,6.2554218816,6.3058688,0.0
6,1,6.4449589568,6.496934400000001,0.0
7,1,6.6251252032,6.6785536,0.0
8,1,6.2364008768,6.2866944,0.0
9,1,6.0800680256,6.1291008,0.0
10,1,6.3979016512,6.4494976,0.0
