i,#cores,Gbps,Mpps,loss
1,1,3.1226065216,3.1477888,0.0
2,1,3.1130833216,3.1381888,0.0
3,1,2.620721184,2.641856,0.0
4,1,2.4146772288,2.4341504,0.0
5,1,2.6358821184,2.6571392,0.0
6,1,2.590437408,2.611328,0.0
7,1,2.9732827455999997,2.9972608,0.0
8,1,2.76433104,2.786624,0.0
9,1,2.7773587776,2.7997568,0.0
10,1,2.7695243584,2.7918592,0.0
