i,#cores,Gbps,Mpps,loss
1,1,8.544175750399999,4.2381824,0.0
2,1,9.057149369600001,4.4926336,0.0
3,1,8.4111778112,4.1722112000000005,0.0
4,1,8.2338988352,4.0842752,0.0
5,1,8.670232198399999,4.300710400000001,0.0
6,1,8.7305122112,4.3306112,0.0
7,1,8.7395438912,4.3350912,0.0
8,1,8.1603551552,4.0477952,0.0
9,1,8.2994430272,4.1167872,0.0
10,1,8.8855990592,4.4075392,0.0
