i,#cores,Gbps,Mpps,loss
1,1,17.0081633728,3.6631296,0.0
2,1,15.970608608,3.4401792,0.0
3,1,16.189114152,3.4873344,0.0
4,1,16.6135115856,3.5783936,0.0
5,1,16.412654241600002,3.5357184,0.0
6,1,17.3296826688,3.7330048,0.0
7,1,15.8415718944,3.4110592000000004,0.0
8,1,16.1682994176,3.4825984,0.0
9,1,16.223825008,3.494336,0.0
10,1,16.3483379376,3.5211776,0.0
