i,#cores,Gbps,Mpps,loss
1,1,66.3311368512,5.542374400000001,0.0
2,1,64.9881166144,5.4301568,0.0
3,1,63.4987995456,5.3057152,0.0
4,1,65.401577504,5.464704,0.0
5,1,65.586937888,5.480192,0.0
6,1,65.060728864,5.436224,0.0
7,1,65.23122977919999,5.4504704,0.0
8,1,66.1468488,5.526976,0.0
9,1,64.5967151424,5.3974528,0.0
10,1,66.608717856,5.565568,0.0
