i,#cores,Gbps,Mpps,loss
1,1,4.1864876352,4.2202496,0.0
2,1,4.5243961664,4.5608832,0.0
3,1,4.3463123264,4.3813632,0.0
4,1,4.521932832,4.5584,0.0
5,1,4.235601952,4.26976,0.0
6,1,4.5377286464,4.5743232,0.0
7,1,4.5284340032,4.5649536,0.0
8,1,4.051931168,4.084608,0.0
9,1,4.0376717632,4.0702336,0.0
10,1,4.0479060288,4.0805504,0.0
