i,#cores,Gbps,Mpps,loss
1,1,8.1662902592,4.0507392,0.0
2,1,8.6383632704,4.2849024,0.0
3,1,8.464490528,4.198656,0.0
4,1,8.0454979904,3.9908224,0.0
5,1,8.2285314368,4.081612799999999,0.0
6,1,8.8354087232,4.3826432,0.0
7,1,8.643472620799999,4.2874368,0.0
8,1,8.702152736,4.316544,0.0
9,1,8.150988012800001,4.0431488,0.0
10,1,9.01258448,4.470528,0.0
