i,#cores,Gbps,Mpps,loss
1,1,17.9695644992,4.4216448,0.0
2,1,17.268033568,4.249024,0.0
3,1,17.49093584,4.303872,0.0
4,1,17.6691016,4.347712,0.0
5,1,17.1033928,4.208512,0.0
6,1,16.8705028416,4.1512063999999995,0.0
7,1,16.8533365056,4.1469824,0.0
8,1,16.486080953600002,4.0566144,0.0
9,1,17.2062347584,4.2338176,0.0
10,1,17.473093254400002,4.2994816,0.0
