i,#cores,Gbps,Mpps,loss
1,1,25.753541312,5.547136,0.0
2,1,24.237364313599997,5.2209664,0.0
3,1,25.000513062400003,5.3853184,0.0
4,1,25.3483066608,5.4596608,0.0
5,1,25.444846216,5.480793599999999,0.0
6,1,25.1539382592,5.417753599999999,0.0
7,1,24.604907584,5.2997888,0.0
8,1,25.0252694032,5.3907456,0.0
9,1,24.7488191616,5.3310976,0.0
10,1,25.2244337936,5.4332672,0.0
