i,#cores,Gbps,Mpps,loss
1,1,18.289784864,2.2413952000000004,0.0
2,1,19.522897952,2.392512,0.0
3,1,18.262210592,2.238016,0.0
4,1,19.440384032,2.3824,0.0
5,1,18.755414048,2.2984576,0.0
6,1,18.114312224,2.2198912,0.0
7,1,15.808935968,1.9373696,0.0
8,1,19.349514272,2.371264,0.0
9,1,15.987228704,1.9592192,0.0
10,1,19.43526608,2.3817728,0.0
