0 0.0
1 0.0
2 0.0
3 0.0
4 0.0
5 0.0
6 0.0
7 0.0
8 0.0
9 0.0
10 0.0
11 0.0
12 0.0
13 0.0
14 0.0
15 0.0
16 0.0
17 0.0
18 0.28857715430861725
19 0.44889779559118237
20 0.5450901803607214
21 0.625250501002004
22 0.6332665330661322
23 0.6372745490981964
24 0.6633266533066132
25 0.7074148296593187
26 0.7274549098196392
27 0.7294589178356713
28 0.7314629258517034
29 0.7354709418837675
30 0.7434869739478958
31 0.7535070140280561
32 0.7535070140280561
33 0.7535070140280561
34 0.7535070140280561
35 0.7555110220440882
36 0.7575150300601202
37 0.7575150300601202
38 0.7615230460921844
39 0.7615230460921844
40 0.7635270541082164
41 0.7635270541082164
42 0.7635270541082164
43 0.7655310621242485
44 0.8517034068136272
45 0.8957915831663327
46 0.8997995991983968
47 0.8997995991983968
48 0.9158316633266533
49 0.9639278557114228
50 0.9939879759519038
50 1.0
