"fw+polup" 3.9271201088 2.6143596864000003 4.1612448064
"fw+poldown" 6.3833311552 5.891876896 6.7490156864
"nat+polup" 2.7669276992 2.4146772288 3.1226065216
"nat+poldown" 4.2909571392 4.0376717632 4.5377286464
