"fw+polup" 82.600402976 81.732962336 83.36788688
"fw+poldown" 81.93956048 81.197144096 82.553923616
"nat+polup" 37.601802272 37.309138976 38.612858912
"nat+poldown" 37.4253896 36.817084448 38.996705312
