0 0.0
1 0.0
2 0.0
3 0.0
4 0.0
5 0.0
6 0.0
7 0.0
8 0.0
9 0.0
10 0.0
11 0.0
12 0.0
13 0.0
14 0.0
15 0.0
16 0.0
17 0.0
18 0.04809619238476954
19 0.37675350701402804
20 0.5210420841683366
21 0.6332665330661322
22 0.685370741482966
23 0.687374749498998
24 0.7214428857715431
25 0.749498997995992
26 0.7775551102204409
27 0.7855711422845691
28 0.7875751503006012
29 0.7875751503006012
30 0.7875751503006012
31 0.7875751503006012
32 0.7875751503006012
33 0.7895791583166333
34 0.7915831663326653
35 0.7935871743486974
36 0.7935871743486974
37 0.7935871743486974
38 0.7955911823647295
39 0.8016032064128257
40 0.8016032064128257
41 0.8036072144288577
42 0.8056112224448898
43 0.8216432865731463
44 0.9018036072144289
45 0.9939879759519038
45 1.0
