0 0.0
1 0.0
2 0.0
3 0.0
4 0.0
5 0.0
6 0.0
7 0.0
8 0.0
9 0.0
10 0.0
11 0.0
12 0.0
13 0.0
14 0.0
15 0.0
16 0.0
17 0.0
18 0.0
19 0.0
20 0.0
21 0.003992015968063872
22 0.10978043912175649
23 0.26147704590818366
24 0.3772455089820359
25 0.499001996007984
26 0.6147704590818364
27 0.7005988023952096
28 0.720558882235529
29 0.7704590818363274
30 0.7944111776447106
31 0.7984031936127745
32 0.7984031936127745
33 0.812375249500998
34 0.8143712574850299
35 0.8183632734530938
36 0.8223552894211577
37 0.8223552894211577
38 0.8283433133732535
39 0.8283433133732535
40 0.8303393213572854
41 0.8323353293413174
42 0.8363273453093812
43 0.8403193612774451
44 0.8822355289421158
45 0.9401197604790419
46 0.9540918163672655
47 0.9540918163672655
48 0.9540918163672655
49 0.9620758483033932
50 0.9800399201596807
51 0.9840319361277445
52 0.9860279441117764
53 0.9860279441117764
54 0.9860279441117764
55 0.9860279441117764
56 0.9860279441117764
57 0.9880239520958084
58 0.9880239520958084
59 0.9900199600798403
60 0.9900199600798403
61 0.9900199600798403
62 0.9900199600798403
63 0.9920159680638723
64 0.9940119760479041
65 0.9960079840319361
66 0.9960079840319361
67 0.9960079840319361
68 0.998003992015968
69 0.998003992015968
69 1.0
