"64B" 3.23616 2.191488 3.6772992
"128B" 2.7892416000000004 2.4341504 3.1477888
"256B" 2.8414016 2.75488 2.927488
"512B" 2.7900992000000002 2.6153344 2.9201023999999998
"internet" 2.5422976 2.392704 2.6524927999999997
"1024B" 2.2699264 1.9373696 2.392512
"1500B" 1.8177024 1.5935872 1.8763904
