files,language,blank,comment,code,"github.com/AlDanial/cloc v 1.90  T=0.01 s (1180.0 files/s, 111708.3 lines/s)"
4,C,84,14,468
3,C/C++ Header,33,10,109
1,Bourne Shell,29,23,67
1,make,3,0,12
9,SUM,149,47,656
