files,language,blank,comment,code,"github.com/AlDanial/cloc v 1.90  T=0.01 s (1176.6 files/s, 122762.0 lines/s)"
4,C,99,14,516
3,C/C++ Header,39,17,117
1,Bourne Shell,29,23,69
1,make,2,0,14
9,SUM,169,54,716
