64B 1.718716448 1.337813024 2.059966496
128B 3.9271201088 2.6143596864000003 4.1612448064
256B 8.607203974399999 8.1603551552 9.057149369600001
512B 17.2371341632 16.486080953600002 17.9695644992
internet 18.7096731664 18.3597363744 19.436039473599998
1024B 33.682913312 31.856326688 35.39492048
1500B 48.6355775808 46.5087586624 52.048429907199996
