64B 2.015118368 1.934057504 2.22785744
128B 4.1088545088 3.697096736 4.5280657728
256B 8.2214867264 7.792146464 8.7236481344
512B 15.766369311999998 15.2180609344 16.2010677568
internet 15.8689341592 15.456670969600001 16.602262224
1024B 25.760323616 24.268388384 26.571362336
1500B 29.142865132799997 27.907461152 30.7924959552
