i,#cores,Gbps,Mpps,loss
1,1,40.886050848,10.060544,0.0
2,1,40.7956934976,10.0383104,0.0
3,1,40.34499914880001,9.9274112,0.0
4,1,40.974067334400004,10.0822016,0.0
5,1,42.228926496,10.390976,0.0
