i,#cores,Gbps,Mpps,loss
1,1,56.521721888,6.926681599999999,0.0
2,1,58.164271136,7.1279744,0.0
3,1,57.29557712,7.0215168,0.0
4,1,56.979308576,6.982758400000001,0.0
5,1,56.657817632,6.94336,0.0
6,1,58.025041952,7.110912,0.0
7,1,57.45799376,7.0414208,0.0
8,1,57.130340384,7.0012672,0.0
9,1,57.0328904,6.9893247999999994,0.0
10,1,56.80780496,6.961740799999999,0.0
