i,#cores,Gbps,Mpps,loss
1,1,8.246336748800001,4.0904448,0.0
2,1,8.5927919936,4.262297599999999,0.0
3,1,8.2366599488,4.0856448,0.0
4,1,9.0239127872,4.4761472,0.0
5,1,8.2674192704,4.1009024,0.0
6,1,8.195165830399999,4.0650623999999995,0.0
7,1,8.7187710272,4.3247872,0.0
8,1,8.647317536,4.289344,0.0
9,1,8.230776454399999,4.0827264,0.0
10,1,8.1293119808,4.0323968,0.0
