i,#cores,Gbps,Mpps,loss
1,1,98.90983283839999,8.2645248,0.0
2,1,98.8802670912,8.2620544,0.0
3,1,98.9093732672,8.264486400000001,0.0
4,1,98.89558613119999,8.2633344,0.0
5,1,98.8666331456,8.2609152,0.0
