i,#cores,Gbps,Mpps,loss
1,1,76.26490064,9.3461888,0.0
2,1,77.704611872,9.522624,0.0
3,1,78.008555552,9.559872,0.0
4,1,77.062152224,9.4438912,0.0
5,1,76.502624288,9.3753216,0.0
