i,#cores,Gbps,Mpps,loss
1,1,34.7454210368,2.9031936000000003,0.0
2,1,35.845328108800004,2.9950976000000002,0.0
3,1,35.0953079104,2.9324288,0.0
4,1,34.9578961216,2.9209472,0.0
5,1,34.560060652800004,2.8877056,0.0
