i,#cores,Gbps,Mpps,loss
1,1,4.5212725568000005,4.5577344,0.0
2,1,4.2121621824,4.2461312,0.0
3,1,3.697096736,3.726912,0.0
4,1,3.8758281536,3.9070848,0.0
5,1,4.0051278144,4.0374272,0.0
6,1,4.1698791744,4.2035072,0.0
7,1,4.0478298432,4.0804736,0.0
8,1,4.5280657728,4.5645824,0.0
9,1,4.2199331136,4.253964799999999,0.0
10,1,4.0472457535999995,4.079884799999999,0.0
