i,#cores,Gbps,Mpps,loss
1,1,8.54358224,4.237888,0.0
2,1,8.8211902784,4.3755904,0.0
3,1,8.21199056,4.073408,0.0
4,1,8.533647392,4.23296,0.0
5,1,8.2841923904,4.1092224,0.0
