i,#cores,Gbps,Mpps,loss
1,1,14.0119290176,6.9503616,0.0
2,1,13.542126828799999,6.7173248,0.0
3,1,13.2269211968,6.5609728,0.0
4,1,13.8950074688,6.8923648,0.0
5,1,13.844894547200001,6.8675072,0.0
