i,#cores,Gbps,Mpps,loss
1,1,31.177575732799998,6.7161088,0.0
2,1,30.8863633088,6.6530944000000005,0.0
3,1,31.4069200528,6.7652735999999996,0.0
4,1,32.248818478400004,6.9459584,0.0
5,1,31.2237504112,6.7256832,0.0
6,1,31.0578674048,6.6904448,0.0
7,1,32.1204782192,6.919577599999999,0.0
8,1,30.5568287696,6.5817344,0.0
9,1,31.382127137599998,6.759872,0.0
10,1,31.5065967184,6.786752,0.0
