i,#cores,Gbps,Mpps,loss
1,1,5.6788881728,2.8169087999999998,0.0
2,1,5.90181584,2.927488,0.0
3,1,5.7499803968,2.8521728,0.0
4,1,5.7435291968,2.8489728,0.0
5,1,5.7024995648,2.8286208,0.0
6,1,5.7130021183999995,2.8338304,0.0
7,1,5.89213904,2.922688,0.0
8,1,5.8771206464,2.9152384,0.0
9,1,5.711350611199999,2.8330112,0.0
10,1,5.553838112,2.75488,0.0
