i,#cores,Gbps,Mpps,loss
1,1,34.34260688,4.208652799999999,0.0
2,1,33.769291808,4.1383936,0.0
3,1,33.904029728,4.1549056,0.0
4,1,34.408618016,4.2167424,0.0
5,1,33.596534816,4.1172224,0.0
6,1,31.856326688,3.9039616,0.0
7,1,32.36958416,3.9668607999999996,0.0
8,1,32.819337248,4.0219776000000005,0.0
9,1,35.39492048,4.3376128,0.0
10,1,32.254586912,3.952768,0.0
