i,#cores,Gbps,Mpps,loss
1,1,23.7827100992,5.8520448,0.0
2,1,22.762353491200003,5.6009728,0.0
3,1,23.184333241599997,5.704806400000001,0.0
4,1,23.0721278272,5.6771968,0.0
5,1,22.976932691200002,5.6537728,0.0
6,1,22.9811462464,5.654809599999999,0.0
7,1,22.7676594496,5.6022784,0.0
8,1,23.1588438336,5.698534400000001,0.0
9,1,23.2709972288,5.7261312,0.0
10,1,22.7920564544,5.6082816,0.0
