i,#cores,Gbps,Mpps,loss
1,1,2.2914793791999997,4.475545599999999,0.0
2,1,2.7244495168,5.321190400000001,0.0
3,1,2.293039136,4.478592,0.0
4,1,2.1354119488,4.1707263999999995,0.0
5,1,2.5664946496,5.0126848,0.0
6,1,2.5531318591999996,4.9865856,0.0
7,1,2.7146912064,5.3021312,0.0
8,1,2.7114340672,5.2957696,0.0
9,1,2.7185709376,5.3097088,0.0
10,1,2.5726026048,5.024614400000001,0.0
