i,#cores,Gbps,Mpps,loss
1,1,37.904910368,4.645209599999999,0.0
2,1,37.601802272,4.608064,0.0
3,1,37.390817312,4.582208,0.0
4,1,38.612858912,4.731968,0.0
5,1,37.309138976,4.5721984,0.0
