i,#cores,Gbps,Mpps,loss
1,1,57.62145488,7.0614528,0.0
2,1,56.955807776,6.9798784000000005,0.0
3,1,56.731453472,6.952384,0.0
4,1,57.125117984,7.0006272,0.0
5,1,56.405889056,6.912486400000001,0.0
