i,#cores,Gbps,Mpps,loss
1,1,2.059966496,4.2915968,0.0
2,1,1.65511376,3.4481536,0.0
3,1,1.504665632,3.13472,0.0
4,1,1.637093408,3.4106112000000004,0.0
5,1,1.337813024,2.7871104,0.0
6,1,1.782319136,3.7131648,0.0
7,1,1.783824416,3.7163008,0.0
8,1,1.782921248,3.7144192,0.0
9,1,1.78555088,3.7198976,0.0
10,1,1.624295456,3.3839487999999998,0.0
