i,#cores,Gbps,Mpps,loss
1,1,98.9032456512,8.2639744,0.0
2,1,98.9168795968,8.2651136,0.0
3,1,98.9153476928,8.2649856,0.0
4,1,98.8900712768,8.262873599999999,0.0
5,1,98.8906840384,8.2629248,0.0
