i,#cores,Gbps,Mpps,loss
1,1,1.636816928,3.4100352000000003,0.0
2,1,1.765103648,3.6772992,0.0
3,1,1.34871248,2.8098176,0.0
4,1,1.63665104,3.4096896,0.0
5,1,1.488648224,3.1013504,0.0
6,1,1.48778192,3.0995456,0.0
7,1,1.626427424,3.3883904,0.0
8,1,1.61806544,3.3709696,0.0
9,1,1.487093792,3.098112,0.0
10,1,1.051914272,2.191488,0.0
