i,#cores,Gbps,Mpps,loss
1,1,5.4184214848000005,5.4621184000000005,0.0
2,1,5.397559328,5.441088,0.0
3,1,5.736458272,5.78272,0.0
4,1,5.7213735232,5.7675136,0.0
5,1,5.7352773952,5.7815296,0.0
