i,#cores,Gbps,Mpps,loss
1,1,16.1488991104,3.4783872000000002,0.0
2,1,16.6021411792,3.5762304,0.0
3,1,15.1443720736,3.2615296000000003,0.0
4,1,16.3734080976,3.5266048,0.0
5,1,15.8323936512,3.4094208,0.0
6,1,16.4009254656,3.532928,0.0
7,1,16.4460586784,3.5420032000000004,0.0
8,1,16.0708336112,3.4612224,0.0
9,1,16.0103771392,3.448192,0.0
10,1,15.615468284799999,3.3620607999999996,0.0
