i,#cores,Gbps,Mpps,loss
1,1,26.606979104,3.2606592,0.0
2,1,27.688329248,3.3931776,0.0
3,1,26.722185248,3.2747776,0.0
4,1,27.037200416,3.3133824,0.0
5,1,27.211837472,3.334784,0.0
