i,#cores,Gbps,Mpps,loss
1,1,7.978727456,8.043072,0.0
2,1,8.2920280384,8.3588992,0.0
3,1,8.153065504,8.218816,0.0
4,1,8.2502148416,8.3167488,0.0
5,1,8.2781114688,8.3448704,0.0
