i,#cores,Gbps,Mpps,loss
1,1,85.9019764032,7.1776384,0.0
2,1,85.67065889919999,7.1583104,0.0
3,1,86.7135791424,7.2454528,0.0
4,1,85.78585808,7.167936,0.0
5,1,85.3409931584,7.1307648,0.0
